City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,solleftea,63.1667,17.2667,6.92,94,100,1.33,SE,1694815945
299,bagli,22.65,76.35,23.14,95,100,7.63,IN,1694815945
300,tantou,26.0314,119.5986,24.94,91,100,1.72,CN,1694815946
301,rongelap,11.1635,166.8941,28.65,76,26,6.48,MH,1694815946
302,beaufort west,-32.3567,22.583,9.63,61,89,6.6,ZA,1694815946
303,potosi,-19.5836,-65.7531,13.31,16,0,4.05,BO,1694815947
304,balaka,-14.9793,34.9558,22.87,49,0,1.58,MW,1694815947
305,isangel,-19.55,169.2667,24.06,83,75,1.03,VU,1694815947
306,rockland,41.1668,-74.0496,20.47,65,100,4.6,US,1694815948
307,cascais,38.6979,-9.4215,20.64,83,66,6.26,PT,1694815948
308,canitas de felipe pescador,23.6,-102.7167,27.28,27,60,2.45,MX,1694815949
309,meizhou,24.2977,116.1072,23.43,99,100,0.76,CN,1694815949
310,hasaki,35.7333,140.8333,26.27,87,100,1.96,JP,1694815950
311,gamba,-2.65,10.0,23.36,88,93,2.62,GA,1694815950
312,walvis bay,-22.9575,14.5053,12.27,73,0,6.81,NA,1694815950
313,darzab,35.9774,65.3783,15.64,43,0,0.53,AF,1694815951
314,turpan,42.9333,89.1667,22.9,35,86,0.91,CN,1694815951
315,afaahiti,-17.75,-149.2833,26.93,82,89,8.48,PF,1694815952
316,antsiranana,-12.2787,49.2917,22.27,79,24,8.14,MG,1694815953
317,tazacorte,28.629,-17.9293,23.54,89,75,4.12,ES,1694815953
318,breves,-1.6822,-50.4803,29.77,54,37,2.21,BR,1694815954
319,bhag,29.0415,67.8239,33.84,43,3,2.85,PK,1694815954
320,carutapera,-1.195,-46.02,26.72,80,8,4.77,BR,1694815955
321,swakopmund,-22.6833,14.5333,12.21,82,0,1.34,NA,1694815955
322,fort mcmurray,56.7268,-111.381,24.46,25,11,4.12,CA,1694815919
323,mulayjah,27.271,48.4242,31.65,18,4,4.66,SA,1694815956
324,swift current,50.2834,-107.8014,21.65,18,0,1.32,CA,1694815956
325,ghansor,22.65,79.95,22.58,97,100,6.0,IN,1694815957
326,acapulco de juarez,16.8634,-99.8901,29.9,70,75,4.12,MX,1694815957
327,holualoa,19.6228,-155.9522,28.21,74,40,4.63,US,1694815958
328,gargalianoi,37.0667,21.6333,22.97,72,100,3.49,GR,1694815958
329,brookings,44.3114,-96.7984,24.19,44,0,5.66,US,1694815887
330,ancud,-41.8697,-73.8203,8.82,78,79,6.48,CL,1694815959
331,brak,27.5496,14.2714,25.63,16,0,5.17,LY,1694815959
332,kuragino,53.8975,92.6725,9.25,91,99,0.38,RU,1694815959
333,ad dilam,23.9915,47.1627,30.22,22,6,2.56,SA,1694815960
334,tuyen quang,21.8233,105.2181,23.91,88,99,0.94,VN,1694815960
335,mo i rana,66.3128,14.1428,7.96,92,100,1.34,NO,1694815960
336,tan-tan,28.438,-11.1032,21.2,85,17,3.56,MA,1694815961
337,zouerate,22.7187,-12.4521,31.8,26,0,6.35,MR,1694815961
338,buta,2.7858,24.73,21.06,98,70,1.07,CD,1694815962
339,solnechnyy,50.7214,136.6319,9.96,51,0,1.49,RU,1694815962
340,labrador city,52.9463,-66.9114,13.65,63,45,2.1,CA,1694815962
341,conil de la frontera,36.2772,-6.0885,21.61,79,86,4.3,ES,1694815795
342,mahina,-17.5065,-149.489,27.87,65,75,3.09,PF,1694815963
343,ciudad lazaro cardenas,17.9583,-102.2,30.78,70,100,3.29,MX,1694815814
344,clinton,42.587,-82.9199,22.19,63,0,0.45,US,1694815964
345,acajutla,13.5928,-89.8275,29.82,71,99,2.28,SV,1694815964
346,road town,18.4167,-64.6167,30.05,74,20,2.06,VG,1694815894
347,noshiro,40.2039,140.0242,22.2,86,100,1.29,JP,1694815965
348,isla mujeres,21.2311,-86.731,31.03,73,98,4.33,MX,1694815965
349,tlahualilo de zaragoza,26.1167,-103.45,33.52,27,33,1.76,MX,1694815966
350,la foa,-21.7108,165.8276,21.37,77,65,3.27,NC,1694815966
351,gobabis,-22.45,18.9667,18.21,7,0,4.23,NA,1694815967
352,ocean shores,46.9737,-124.1563,23.86,78,0,4.63,US,1694815967
353,matadi,-5.8167,13.45,25.38,74,97,3.46,CD,1694815967
354,flying fish cove,-10.4217,105.6791,23.82,88,100,6.17,CX,1694815968
355,vadso,70.0744,29.7487,8.09,66,0,5.14,NO,1694815968
356,zahedan,29.4963,60.8629,18.9,28,6,0.19,IR,1694815969
357,arish,31.1316,33.7984,26.0,58,0,2.7,EG,1694815969
358,cabo san lucas,22.8909,-109.9124,36.45,62,0,4.12,MX,1694815970
359,aasiaat,68.7098,-52.8699,-0.16,74,1,4.26,GL,1694815970
360,preobrazheniye,42.9019,133.9064,16.83,72,100,3.22,RU,1694815971
361,adilabad,19.6667,78.5333,24.4,82,100,5.37,IN,1694815971
362,toliara,-23.35,43.6667,22.06,77,0,2.48,MG,1694815972
363,ola,59.5833,151.2833,7.99,74,16,1.52,RU,1694815972
364,kloulklubed,7.0419,134.2556,25.28,83,100,5.49,PW,1694815972
365,mumford,5.2618,-0.759,24.21,93,100,5.6,GH,1694815973
366,twon-brass,4.3151,6.2418,25.62,87,100,5.62,NG,1694815973
367,mvurwi,-17.0333,30.85,17.05,48,0,1.15,ZW,1694815973
368,kalianget,-7.05,113.9333,25.73,76,8,4.74,ID,1694815694
369,cooper's town,26.8667,-77.5167,28.58,69,5,3.82,BS,1694815975
370,westport,41.1415,-73.3579,21.08,67,0,6.17,US,1694815975
371,bardai,11.65,7.2333,22.62,78,56,1.01,NG,1694815976
372,nkove,-7.95,30.85,25.46,49,23,2.43,TZ,1694815976
373,valenca,-13.3703,-39.0731,21.86,88,7,1.29,BR,1694815977
374,yoloten,37.2989,62.3597,18.07,30,1,4.18,TM,1694815977
375,tosontsengel,48.7567,98.2839,1.9,89,90,1.11,MN,1694815977
376,sayyan,15.1718,44.3244,17.5,47,56,0.71,YE,1694815978
377,lijiang,26.8688,100.2207,13.21,94,12,1.15,CN,1694815978
378,bom jardim,-7.7958,-35.5872,20.46,87,9,3.19,BR,1694815979
379,palikir - national government center,6.9248,158.1611,28.47,84,100,2.57,FM,1694815979
380,fehergyarmat,47.9833,22.5167,18.06,75,17,2.96,HU,1694815979
381,sligo,54.2697,-8.4694,10.33,84,100,2.7,IE,1694815980
382,selkirk,50.1436,-96.8845,15.61,85,100,1.34,CA,1694815870
383,tan an,10.5333,106.4167,26.01,97,98,1.66,VN,1694815980
384,rabo de peixe,37.8,-25.5833,19.99,99,20,4.12,PT,1694815981
385,sinabang,2.4803,96.3801,25.27,88,100,1.57,ID,1694815981
386,mili,6.0815,171.735,28.61,77,100,4.64,MH,1694815981
387,mont-dore,-22.2833,166.5833,20.99,99,88,6.73,NC,1694815983
388,porbandar,21.6422,69.6093,27.1,84,95,5.42,IN,1694815983
389,greymouth,-42.4667,171.2,10.9,80,100,3.01,NZ,1694815983
390,middelburg,-25.7751,29.4648,16.89,32,0,1.68,ZA,1694815984
391,egilsstadir,65.2653,-14.3948,5.95,87,0,3.6,IS,1694815984
392,sabha,27.0377,14.4283,26.57,15,0,4.61,LY,1694815984
393,ouro branco,-20.5208,-43.6919,15.33,95,95,3.17,BR,1694815985
394,shingu,33.7333,135.9833,25.46,81,90,1.62,JP,1694815985
395,vallenar,-28.5708,-70.7581,26.29,27,0,2.14,CL,1694815986
396,bhawanipatna,19.9,83.1667,23.59,93,100,1.55,IN,1694815986
397,salavan,15.7167,106.4167,21.64,99,94,1.43,LA,1694815986
398,the pas,53.8251,-101.2541,14.99,59,99,4.34,CA,1694815701
399,illizi,26.4833,8.4667,28.89,13,0,5.36,DZ,1694815987
400,sinjai,-5.1241,120.253,24.85,79,92,1.02,ID,1694815988
401,kimbe,-5.5502,150.1429,25.51,66,99,6.21,PG,1694815819
402,binji,13.2228,4.9096,28.98,59,92,2.92,NG,1694815989
403,new norfolk,-42.7826,147.0587,10.72,93,100,2.21,AU,1694815989
404,puerto colombia,10.9878,-74.9547,24.05,76,100,3.1,CO,1694815989
405,buala,-8.145,159.5921,26.7,81,95,2.71,SB,1694815990
406,alaghsas,17.0187,8.0168,35.52,16,99,5.32,NE,1694815990
407,kapuskasing,49.4169,-82.4331,22.05,49,75,8.23,CA,1694815990
408,assab,13.0092,42.7394,31.93,77,86,4.8,ER,1694815991
409,praya,14.9215,-23.5087,26.3,78,20,3.6,CV,1694815991
410,belomorsk,64.5232,34.7668,7.36,84,96,1.76,RU,1694815992
411,tura,25.5198,90.2201,23.29,98,18,1.51,IN,1694815992
412,banjarmasin,-3.3244,114.591,23.08,91,23,1.54,ID,1694815926
413,belyy yar,53.6039,91.3903,5.94,93,20,0.0,RU,1694815993
414,henderson,36.0397,-114.9819,35.01,19,0,5.66,US,1694815993
415,kingston,17.997,-76.7936,31.53,74,40,6.17,JM,1694815961
416,jilib,0.4883,42.7854,23.75,78,48,3.46,SO,1694815994
417,antofagasta,-23.65,-70.4,17.59,73,3,1.57,CL,1694815862
418,ulsteinvik,62.3432,5.8487,13.88,80,76,4.92,NO,1694815994
419,katabu,-4.9333,122.5167,22.67,92,98,1.75,ID,1694815995
420,tanda,26.55,82.65,27.04,82,88,4.65,IN,1694815995
421,praia da vitoria,38.7333,-27.0667,21.14,64,40,9.37,PT,1694815996
422,neman,55.0311,22.0264,10.5,73,13,3.04,RU,1694815996
423,warmbad,-28.45,18.7333,10.56,80,17,6.67,NA,1694815996
424,ashmun,30.2986,30.9764,26.47,73,0,2.37,EG,1694815997
425,axim,4.8699,-2.2405,24.29,93,97,3.98,GH,1694815997
426,mokhsogollokh,61.4681,128.9203,6.38,81,86,7.66,RU,1694815999
427,minas de marcona,-15.2119,-75.1103,16.23,65,54,4.6,PE,1694816000
428,antonio enes,-16.2325,39.9086,22.98,89,2,3.3,MZ,1694816000
429,dwarka,22.2394,68.9678,27.36,82,84,4.97,IN,1694816001
430,atotonilco el alto,20.55,-102.5167,31.74,23,9,1.2,MX,1694816002
431,akjoujt,19.6969,-14.4164,36.82,20,4,4.76,MR,1694816002
432,novodvinsk,64.4165,40.8122,6.25,84,100,1.86,RU,1694816002
433,pacocha,-17.5833,-71.3333,17.7,75,5,1.13,PE,1694816003
434,wewak,-3.5534,143.6268,26.24,83,97,0.73,PG,1694816003
435,linxia chengguanzhen,35.6003,103.2064,12.35,75,8,1.29,CN,1694816003
436,callao,-12.0667,-77.15,23.18,73,40,4.12,PE,1694816004
437,pathein,16.7833,94.7333,25.04,93,94,2.93,MM,1694816004
438,justo daract,-33.8594,-65.1828,26.41,15,20,2.69,AR,1694816005
439,ghadamis,30.1337,9.5007,28.7,14,1,4.3,LY,1694816012
440,mount gambier,-37.8333,140.7667,12.4,78,0,4.22,AU,1694816012
441,san felice circeo,41.2372,13.0942,22.4,99,56,1.1,IT,1694816013
442,nikolayevsk-on-amure,53.1406,140.73,8.15,85,67,5.09,RU,1694816013
443,vila velha,-20.3297,-40.2925,19.97,93,100,5.14,BR,1694816013
444,eyl,7.9803,49.8164,25.41,77,92,9.93,SO,1694816014
445,saudarkrokur,65.7461,-19.6394,7.17,87,98,3.28,IS,1694816014
446,kiunga,-6.1219,141.2906,22.28,86,100,1.89,PG,1694816015
447,aykhal,66.0,111.5,-1.26,88,86,9.71,RU,1694816015
448,namie,37.4833,141.0,25.4,96,100,0.37,JP,1694816015
449,bihac,44.8169,15.8708,16.9,97,100,0.5,BA,1694816016
450,nadi,-17.8,177.4167,28.0,69,100,9.26,FJ,1694815889
451,shemgang,27.2169,90.6579,15.82,93,51,1.73,BT,1694816016
452,la manga del mar menor,37.6413,-0.7165,23.0,83,20,2.57,ES,1694816017
453,nuuk,64.1835,-51.7216,3.34,87,75,4.12,GL,1694816017
454,zhaotong,27.3167,103.7167,14.32,94,67,0.55,CN,1694816018
455,terenozek,45.05,64.9833,14.74,45,1,3.51,KZ,1694816018
456,hailin,44.5833,129.4167,13.5,91,0,0.24,CN,1694816018
457,kropyvnytskyi,48.5132,32.2597,12.64,93,41,4.24,UA,1694816093
458,launceston,-41.45,147.1667,14.08,88,100,10.29,AU,1694816093
459,ciutadella,40.0011,3.8414,24.45,84,1,5.15,ES,1694816094
460,port blair,11.6667,92.75,26.02,89,100,4.63,IN,1694816094
461,moranbah,-22.0016,148.0466,17.2,68,0,7.22,AU,1694816095
462,erenhot,43.6475,111.9767,17.98,57,66,2.55,CN,1694816095
463,sao gabriel da cachoeira,-0.1303,-67.0892,30.37,48,31,0.9,BR,1694816096
464,tulsipur,28.131,82.2973,23.46,90,93,1.42,NP,1694816096
465,fortuna,40.5982,-124.1573,20.52,84,20,5.66,US,1694816097
466,cherdyn',60.403,56.4787,10.37,93,58,0.09,RU,1694816097
467,karaton,-6.3424,106.1045,22.17,87,3,0.31,ID,1694816098
468,hanceville,34.0607,-86.7675,28.59,83,27,2.55,US,1694816098
469,nazare,-13.035,-39.0144,21.84,86,0,1.5,BR,1694816099
470,gadzhiyevo,69.2551,33.3362,5.19,75,96,5.42,RU,1694816100
471,coahuayana de hidalgo,18.7,-103.6583,32.04,67,79,2.73,MX,1694816100
472,qarqaraly,49.4058,75.4742,6.18,91,16,1.78,KZ,1694816101
473,namibe,-15.1961,12.1522,16.86,88,27,1.57,AO,1694816101
474,markovo,57.3206,107.0881,6.25,82,2,0.71,RU,1694816102
475,northam,51.0333,-4.2167,17.56,80,59,2.46,GB,1694816102
476,champerico,14.3,-91.9167,28.3,65,25,2.61,GT,1694816104
477,lodeynoye pole,60.726,33.5531,6.22,94,10,0.17,RU,1694816105
478,vila franca do campo,37.7167,-25.4333,20.49,99,100,6.9,PT,1694816105
479,tabatinga,-4.2525,-69.9381,27.0,78,75,0.0,BR,1694816108
480,opuwo,-18.0607,13.84,22.07,16,0,1.3,NA,1694816111
481,tangalle,6.024,80.7911,25.09,91,69,3.05,LK,1694816112
482,bangor,54.6534,-5.669,11.73,88,100,7.2,GB,1694816113
483,dakhla,23.6848,-15.958,21.11,87,2,7.87,EH,1694816113
484,luanda,-8.8368,13.2343,23.0,83,75,3.09,AO,1694815821
485,oroquieta,8.4858,123.8044,24.55,91,74,1.5,PH,1694816114
486,dubbo,-32.25,148.6167,11.07,71,0,2.57,AU,1694815975
487,mossel bay,-34.1831,22.146,9.96,66,54,11.26,ZA,1694816116
488,almeirim,-1.5233,-52.5817,32.14,44,51,1.94,BR,1694815895
489,hancheng,32.5186,112.3522,21.22,83,0,2.03,CN,1694816117
490,sai buri,6.7013,101.6168,23.84,86,98,2.07,TH,1694816117
491,saint-francois,46.4154,3.9054,19.69,73,0,0.51,FR,1694815870
492,airway heights,47.6446,-117.5933,29.33,23,20,2.06,US,1694816118
493,dapa,9.7594,126.0531,27.3,77,100,0.92,PH,1694816119
494,conduaga,8.862,117.4893,25.78,83,99,1.19,PH,1694816119
495,yatou,37.15,122.3833,20.81,94,100,2.01,CN,1694816120
496,oyama,36.3,139.8,29.21,87,80,1.06,JP,1694816120
497,midvagur,62.0511,-7.1939,6.46,75,55,2.57,FO,1694816121
498,dryden,49.7833,-92.7503,12.16,87,75,0.0,CA,1694816121
499,caibarien,22.5206,-79.4669,28.62,69,1,5.57,CU,1694816121
500,kralendijk,12.15,-68.2667,30.99,74,40,7.72,BQ,1694816080
501,thunder bay,48.4001,-89.3168,18.99,77,75,4.12,CA,1694816122
502,nova vicosa,-17.8919,-39.3719,23.73,85,35,4.16,BR,1694816123
503,emerald,-23.5333,148.1667,17.73,58,0,4.11,AU,1694816123
504,taro,-8.3862,115.28,21.03,96,42,0.14,ID,1694816123
505,sault ste. marie,46.5168,-84.3333,20.31,62,0,4.63,CA,1694816039
506,aripuana,-9.1667,-60.6333,32.77,30,80,0.58,BR,1694816124
507,dunedin,-45.8742,170.5036,13.22,68,94,0.45,NZ,1694815831
508,pimenta bueno,-11.6725,-61.1936,31.34,43,78,1.32,BR,1694816125
509,pangody,65.85,74.4859,11.33,78,93,4.43,RU,1694816125
510,jurm,36.8648,70.8342,15.01,50,0,0.84,AF,1694816126
511,siwa oasis,29.2041,25.5195,26.7,32,0,4.58,EG,1694816126
512,svetlyy,54.675,20.1347,12.2,74,13,3.74,RU,1694816089
513,nova xavantina,-14.6667,-52.35,30.42,36,99,0.51,BR,1694816127
514,yanchep,-31.55,115.6833,15.53,81,100,1.64,AU,1694816127
515,aitape,-3.1374,142.3475,25.64,87,100,0.83,PG,1694816128
516,dauphin,51.1494,-100.0502,17.08,67,100,6.17,CA,1694816029
517,livingston,55.9029,-3.5226,10.12,94,20,1.03,GB,1694816128
518,sisimiut,66.9395,-53.6735,3.06,73,95,2.14,GL,1694816129
519,snyder,32.7179,-100.9176,29.62,44,0,3.09,US,1694816129
520,yanykurgan,43.915,67.2481,16.68,35,0,4.93,KZ,1694816024
521,tuburan,6.6439,122.2736,24.05,78,81,1.35,PH,1694816130
522,marsabit,2.3284,37.9899,19.46,57,16,10.45,KE,1694816130
523,kourou,5.1552,-52.6478,29.03,81,19,4.33,GF,1694816131
524,blackwater,-23.5833,148.8833,19.27,84,0,4.09,AU,1694816131
525,bechar,31.6167,-2.2167,27.18,29,0,5.14,DZ,1694816131
526,ringim,12.1548,9.1619,26.47,61,91,1.43,NG,1694816132
527,galashiels,55.6146,-2.807,9.83,97,100,4.87,GB,1694816132
528,rikaze,29.25,88.8833,10.75,56,0,1.69,CN,1694816133
529,juli,-16.2167,-69.45,11.26,29,3,3.78,PE,1694816133
530,sao paulo de olivenca,-3.3783,-68.8725,29.44,59,78,1.19,BR,1694816133
531,queenstown,-31.8976,26.8753,13.02,44,100,6.16,ZA,1694816115
532,al ghayzah,16.2079,52.176,27.56,89,95,2.8,YE,1694816134
533,anloga,5.7947,0.8973,25.37,90,100,7.27,GH,1694816135
534,lincoln city,44.9582,-124.0179,33.26,78,23,3.58,US,1694815843
535,kolonia,50.9333,6.95,18.86,79,0,1.54,DE,1694815915
536,okayama,34.6617,133.935,27.91,100,75,1.03,JP,1694816138
537,kirakira,-10.4544,161.9205,26.55,76,97,3.45,SB,1694816138
538,turek,52.0155,18.5005,12.68,58,6,3.54,PL,1694816138
539,pointe aux piments,-20.0628,57.5131,23.31,73,5,7.19,MU,1694816139
540,santa marta de ortigueira,43.6833,-7.85,19.03,81,99,1.25,ES,1694816139
541,sanctuary point,-35.1114,150.629,23.88,38,0,3.43,AU,1694816017
542,kapa'a,22.0752,-159.319,29.15,67,40,4.63,US,1694816140
543,prado,-17.3411,-39.2208,23.4,88,0,2.44,BR,1694816140
544,kalmunai,7.4167,81.8167,26.34,78,94,5.16,LK,1694816141
545,sarmiento,-45.5882,-69.07,8.63,40,96,13.98,AR,1694816141
546,woolgoolga,-30.1106,153.2007,18.93,52,0,2.72,AU,1694816141
547,gereida,11.2811,25.1414,22.85,83,86,2.78,SD,1694816142
548,ulladulla,-35.35,150.4667,21.36,38,0,3.91,AU,1694816142
549,chebba,35.2372,11.115,25.78,72,52,4.97,TN,1694816142
550,hadibu,12.65,54.0333,26.44,82,82,6.93,YE,1694816143
551,arkalyk,50.2486,66.9114,13.18,64,70,2.1,KZ,1694816143
552,acarau,-2.8856,-40.12,25.64,86,1,8.55,BR,1694816144
553,xique xique,-10.8217,-42.7311,28.61,43,0,0.61,BR,1694816144
554,quellon,-43.1167,-73.6167,7.93,81,38,5.84,CL,1694816145
555,merizo village,13.2658,144.6691,29.1,89,36,6.41,GU,1694816145
556,klyuchi,52.2667,79.1667,12.86,85,99,2.17,RU,1694816145
557,paranhos,-23.8928,-55.4311,17.09,54,0,2.27,BR,1694816146
558,jijiga,9.35,42.8,16.96,92,99,5.67,ET,1694816146
559,canelones,-34.6444,-56.2886,19.01,55,0,8.23,UY,1694816147
560,bizhbulyak,53.6967,54.2642,12.59,81,54,0.99,RU,1694816147
561,songea,-10.6833,35.65,16.67,51,2,1.22,TZ,1694816147
562,orizona,-17.0314,-48.2958,24.03,51,71,1.85,BR,1694816148
563,skovorodino,53.9833,123.9167,4.21,81,9,0.42,RU,1694816148
564,qui nhon,13.7667,109.2333,25.64,83,100,2.26,VN,1694816149
565,victoria,22.2855,114.1577,27.03,91,96,2.24,HK,1694815895
566,steinkjer,64.193,11.3851,6.52,84,100,0.72,NO,1694816150
567,aromashevo,56.8602,68.6375,15.78,61,88,1.28,RU,1694816150
568,muang khong,14.1167,105.85,23.14,99,100,1.31,LA,1694816150
569,codrington,-38.2667,141.9667,12.1,77,0,6.62,AU,1694816151
570,tuy hoa,13.0833,109.3,25.0,87,100,3.11,VN,1694816151
571,sterling,39.0062,-77.4286,25.0,44,0,6.17,US,1694816151
572,aconibe,1.2968,10.9369,20.18,99,94,1.73,GQ,1694816152
573,i-n-salah,27.1935,2.4607,34.31,10,17,6.29,DZ,1694816152
574,wagga wagga,-35.1167,147.3667,16.58,60,0,1.78,AU,1694816152
575,papao,-17.75,-149.55,27.82,81,58,9.19,PF,1694816153
576,gandajika,-6.75,23.95,25.27,52,36,1.51,CD,1694816153
577,cockburn town,21.4612,-71.1419,29.98,62,40,2.57,TC,1694816034
578,kavieng,-2.5744,150.7967,26.18,85,100,6.02,PG,1694816154
579,srinagar,34.0833,74.8167,17.77,80,24,0.26,IN,1694816154
580,ciacova,45.5081,21.1286,16.22,85,36,1.56,RO,1694816155
581,castillos,-34.1667,-53.8333,15.49,75,66,6.41,UY,1694816155
582,ar ruways,24.1103,52.7306,32.5,71,2,6.62,AE,1694816155
583,mana,5.6592,-53.7767,27.04,82,25,4.39,GF,1694816156
584,jiuquan,39.7432,98.5174,14.2,32,0,1.98,CN,1694816156
585,port alfred,-33.5906,26.891,13.99,75,100,4.47,ZA,1694816157
586,mananjary,-21.2167,48.3333,20.69,88,73,2.27,MG,1694816157
587,tiznit,29.5833,-9.5,18.73,80,53,1.4,MA,1694816158
588,iquique,-20.2208,-70.1431,17.54,72,26,0.68,CL,1694815917
589,okene,7.5981,6.2318,23.17,96,98,1.78,NG,1694816159
590,rabaul,-4.1967,152.1721,26.38,71,85,9.34,PG,1694816159
591,severnoye,56.3491,78.3619,8.11,93,11,1.87,RU,1694816160
592,krasnokholm,51.5979,54.1567,15.44,72,100,1.99,RU,1694816160
593,tadine,-21.55,167.8833,21.23,81,81,10.17,NC,1694816160
594,flen,59.0583,16.5878,14.05,71,100,2.27,SE,1694816161
595,zaozersk,69.4005,32.4476,3.87,77,96,4.02,RU,1694816161
596,keetmanshoop,-26.5833,18.1333,13.43,36,0,4.34,NA,1694816162
597,portland,45.5234,-122.6762,35.45,27,0,3.6,US,1694815925
